time,P
20190731:2306,0.0
20190801:0006,0.0
20190801:0106,0.0
20190801:0206,0.0
20190801:0306,0.0
20190801:0406,0.0
20190801:0506,111.21
20190801:0606,313.2
20190801:0706,483.15
20190801:0806,597.94
20190801:0906,679.18
20190801:1006,687.77
20190801:1106,665.88
20190801:1206,581.5
20190801:1306,449.88
20190801:1406,281.15
20190801:1506,91.06
20190801:1606,0.0
20190801:1706,0.0
20190801:1806,0.0
20190801:1906,0.0
20190801:2006,0.0
20190801:2106,0.0
20190801:2206,0.0
20190801:2306,0.0
20190802:0006,0.0
20190802:0106,0.0
20190802:0206,0.0
20190802:0306,0.0
20190802:0406,0.0
20190802:0506,124.57
20190802:0606,330.48
20190802:0706,486.62
20190802:0806,609.73
20190802:0906,595.48
20190802:1006,552.36
20190802:1106,521.41
20190802:1206,445.32
20190802:1306,437.64
20190802:1406,17.82
20190802:1506,66.89
20190802:1606,0.0
20190802:1706,0.0
20190802:1806,0.0
20190802:1906,0.0
20190802:2006,0.0
20190802:2106,0.0
20190802:2206,0.0
20190802:2306,0.0
20190803:0006,0.0
20190803:0106,0.0
20190803:0206,0.0
20190803:0306,0.0
20190803:0406,0.0
20190803:0506,144.0
20190803:0606,338.71
20190803:0706,500.22
20190803:0806,604.05
20190803:0906,665.06
20190803:1006,694.1
20190803:1106,663.47
20190803:1206,577.96
20190803:1306,452.62
20190803:1406,288.98
20190803:1506,94.19
20190803:1606,0.0
20190803:1706,0.0
20190803:1806,0.0
20190803:1906,0.0
20190803:2006,0.0
20190803:2106,0.0
20190803:2206,0.0
20190803:2306,0.0
20190804:0006,0.0
20190804:0106,0.0
20190804:0206,0.0
20190804:0306,0.0
20190804:0406,0.0
20190804:0506,15.23
20190804:0606,219.66
20190804:0706,148.96
20190804:0806,177.63
20190804:0906,195.58
20190804:1006,675.24
20190804:1106,584.94
20190804:1206,57.2
20190804:1306,60.99
20190804:1406,117.59
20190804:1506,10.71
20190804:1606,0.0
20190804:1706,0.0
20190804:1806,0.0
20190804:1906,0.0
20190804:2006,0.0
20190804:2106,0.0
20190804:2206,0.0
20190804:2306,0.0
20190805:0006,0.0
20190805:0106,0.0
20190805:0206,0.0
20190805:0306,0.0
20190805:0406,0.0
20190805:0506,106.65
20190805:0606,56.52
20190805:0706,166.79
20190805:0806,425.02
20190805:0906,573.13
20190805:1006,626.84
20190805:1106,650.29
20190805:1206,286.5
20190805:1306,234.91
20190805:1406,286.4
20190805:1506,95.14
20190805:1606,0.0
20190805:1706,0.0
20190805:1806,0.0
20190805:1906,0.0
20190805:2006,0.0
20190805:2106,0.0
20190805:2206,0.0
20190805:2306,0.0
20190806:0006,0.0
20190806:0106,0.0
20190806:0206,0.0
20190806:0306,0.0
20190806:0406,1.75
20190806:0506,132.39
20190806:0606,309.27
20190806:0706,495.59
20190806:0806,613.79
20190806:0906,677.53
20190806:1006,678.33
20190806:1106,646.75
20190806:1206,429.38
20190806:1306,64.72
20190806:1406,120.52
20190806:1506,46.82
20190806:1606,0.0
20190806:1706,0.0
20190806:1806,0.0
20190806:1906,0.0
20190806:2006,0.0
20190806:2106,0.0
20190806:2206,0.0
20190806:2306,0.0
20190807:0006,0.0
20190807:0106,0.0
20190807:0206,0.0
20190807:0306,0.0
20190807:0406,0.0
20190807:0506,140.64
20190807:0606,331.77
20190807:0706,499.72
20190807:0806,615.17
20190807:0906,675.47
20190807:1006,644.6
20190807:1106,655.59
20190807:1206,112.46
20190807:1306,52.45
20190807:1406,48.49
20190807:1506,60.29
20190807:1606,0.0
20190807:1706,0.0
20190807:1806,0.0
20190807:1906,0.0
20190807:2006,0.0
20190807:2106,0.0
20190807:2206,0.0
20190807:2306,0.0
20190808:0006,0.0
20190808:0106,0.0
20190808:0206,0.0
20190808:0306,0.0
20190808:0406,0.0
20190808:0506,7.27
20190808:0606,33.91
20190808:0706,293.21
20190808:0806,450.61
20190808:0906,564.81
20190808:1006,566.5
20190808:1106,541.1
20190808:1206,535.67
20190808:1306,393.51
20190808:1406,176.03
20190808:1506,73.43
20190808:1606,0.0
20190808:1706,0.0
20190808:1806,0.0
20190808:1906,0.0
20190808:2006,0.0
20190808:2106,0.0
20190808:2206,0.0
20190808:2306,0.0
20190809:0006,0.0
20190809:0106,0.0
20190809:0206,0.0
20190809:0306,0.0
20190809:0406,0.0
20190809:0506,34.3
20190809:0606,133.6
20190809:0706,315.14
20190809:0806,595.94
20190809:0906,572.81
20190809:1006,491.58
20190809:1106,388.66
20190809:1206,141.8
20190809:1306,32.85
20190809:1406,111.53
20190809:1506,35.92
20190809:1606,0.0
20190809:1706,0.0
20190809:1806,0.0
20190809:1906,0.0
20190809:2006,0.0
20190809:2106,0.0
20190809:2206,0.0
20190809:2306,0.0
20190810:0006,0.0
20190810:0106,0.0
20190810:0206,0.0
20190810:0306,0.0
20190810:0406,0.0
20190810:0506,54.43
20190810:0606,162.88
20190810:0706,273.7
20190810:0806,405.47
20190810:0906,389.64
20190810:1006,498.99
20190810:1106,463.93
20190810:1206,390.97
20190810:1306,456.7
20190810:1406,224.42
20190810:1506,68.25
20190810:1606,0.0
20190810:1706,0.0
20190810:1806,0.0
20190810:1906,0.0
20190810:2006,0.0
20190810:2106,0.0
20190810:2206,0.0
20190810:2306,0.0
20190811:0006,0.0
20190811:0106,0.0
20190811:0206,0.0
20190811:0306,0.0
20190811:0406,0.0
20190811:0506,34.1
20190811:0606,147.87
20190811:0706,336.24
20190811:0806,601.54
20190811:0906,427.23
20190811:1006,552.04
20190811:1106,586.87
20190811:1206,574.95
20190811:1306,193.73
20190811:1406,163.7
20190811:1506,67.51
20190811:1606,0.0
20190811:1706,0.0
20190811:1806,0.0
20190811:1906,0.0
20190811:2006,0.0
20190811:2106,0.0
20190811:2206,0.0
20190811:2306,0.0
20190812:0006,0.0
20190812:0106,0.0
20190812:0206,0.0
20190812:0306,0.0
20190812:0406,0.0
20190812:0506,33.62
20190812:0606,75.24
20190812:0706,82.66
20190812:0806,125.11
20190812:0906,409.19
20190812:1006,479.73
20190812:1106,250.26
20190812:1206,329.26
20190812:1306,448.63
20190812:1406,274.12
20190812:1506,91.79
20190812:1606,0.0
20190812:1706,0.0
20190812:1806,0.0
20190812:1906,0.0
20190812:2006,0.0
20190812:2106,0.0
20190812:2206,0.0
20190812:2306,0.0
20190813:0006,0.0
20190813:0106,0.0
20190813:0206,0.0
20190813:0306,0.0
20190813:0406,0.0
20190813:0506,143.77
20190813:0606,337.61
20190813:0706,212.69
20190813:0806,404.94
20190813:0906,607.12
20190813:1006,351.0
20190813:1106,355.26
20190813:1206,403.54
20190813:1306,336.42
20190813:1406,271.31
20190813:1506,89.03
20190813:1606,0.0
20190813:1706,0.0
20190813:1806,0.0
20190813:1906,0.0
20190813:2006,0.0
20190813:2106,0.0
20190813:2206,0.0
20190813:2306,0.0
20190814:0006,0.0
20190814:0106,0.0
20190814:0206,0.0
20190814:0306,0.0
20190814:0406,0.0
20190814:0506,7.82
20190814:0606,21.88
20190814:0706,36.66
20190814:0806,48.1
20190814:0906,143.38
20190814:1006,388.55
20190814:1106,485.06
20190814:1206,410.14
20190814:1306,271.58
20190814:1406,133.15
20190814:1506,31.12
20190814:1606,0.0
20190814:1706,0.0
20190814:1806,0.0
20190814:1906,0.0
20190814:2006,0.0
20190814:2106,0.0
20190814:2206,0.0
20190814:2306,0.0
20190815:0006,0.0
20190815:0106,0.0
20190815:0206,0.0
20190815:0306,0.0
20190815:0406,2.67
20190815:0506,152.49
20190815:0606,342.22
20190815:0706,266.66
20190815:0806,557.6
20190815:0906,599.57
20190815:1006,218.9
20190815:1106,463.03
20190815:1206,561.54
20190815:1306,455.63
20190815:1406,286.04
20190815:1506,80.68
20190815:1606,0.0
20190815:1706,0.0
20190815:1806,0.0
20190815:1906,0.0
20190815:2006,0.0
20190815:2106,0.0
20190815:2206,0.0
20190815:2306,0.0
20190816:0006,0.0
20190816:0106,0.0
20190816:0206,0.0
20190816:0306,0.0
20190816:0406,0.0
20190816:0506,32.02
20190816:0606,158.78
20190816:0706,200.53
20190816:0806,427.78
20190816:0906,524.59
20190816:1006,141.13
20190816:1106,387.55
20190816:1206,459.23
20190816:1306,455.9
20190816:1406,275.81
20190816:1506,82.76
20190816:1606,0.0
20190816:1706,0.0
20190816:1806,0.0
20190816:1906,0.0
20190816:2006,0.0
20190816:2106,0.0
20190816:2206,0.0
20190816:2306,0.0
20190817:0006,0.0
20190817:0106,0.0
20190817:0206,0.0
20190817:0306,0.0
20190817:0406,0.84
20190817:0506,110.57
20190817:0606,321.56
20190817:0706,505.62
20190817:0806,615.59
20190817:0906,674.48
20190817:1006,400.19
20190817:1106,651.18
20190817:1206,588.66
20190817:1306,467.69
20190817:1406,285.05
20190817:1506,90.66
20190817:1606,0.0
20190817:1706,0.0
20190817:1806,0.0
20190817:1906,0.0
20190817:2006,0.0
20190817:2106,0.0
20190817:2206,0.0
20190817:2306,0.0
20190818:0006,0.0
20190818:0106,0.0
20190818:0206,0.0
20190818:0306,0.0
20190818:0406,0.84
20190818:0506,140.17
20190818:0606,275.86
20190818:0706,445.29
20190818:0806,391.38
20190818:0906,540.19
20190818:1006,660.19
20190818:1106,565.94
20190818:1206,449.01
20190818:1306,331.84
20190818:1406,22.38
20190818:1506,4.21
20190818:1606,0.0
20190818:1706,0.0
20190818:1806,0.0
20190818:1906,0.0
20190818:2006,0.0
20190818:2106,0.0
20190818:2206,0.0
20190818:2306,0.0
20190819:0006,0.0
20190819:0106,0.0
20190819:0206,0.0
20190819:0306,0.0
20190819:0406,3.67
20190819:0506,156.61
20190819:0606,357.67
20190819:0706,525.21
20190819:0806,630.79
20190819:0906,685.5
20190819:1006,675.63
20190819:1106,529.13
20190819:1206,258.13
20190819:1306,469.74
20190819:1406,267.64
20190819:1506,4.15
20190819:1606,0.0
20190819:1706,0.0
20190819:1806,0.0
20190819:1906,0.0
20190819:2006,0.0
20190819:2106,0.0
20190819:2206,0.0
20190819:2306,0.0
20190820:0006,0.0
20190820:0106,0.0
20190820:0206,0.0
20190820:0306,0.0
20190820:0406,0.0
20190820:0506,7.93
20190820:0606,22.94
20190820:0706,37.57
20190820:0806,320.89
20190820:0906,639.97
20190820:1006,603.49
20190820:1106,485.94
20190820:1206,360.3
20190820:1306,313.06
20190820:1406,33.21
20190820:1506,81.69
20190820:1606,0.0
20190820:1706,0.0
20190820:1806,0.0
20190820:1906,0.0
20190820:2006,0.0
20190820:2106,0.0
20190820:2206,0.0
20190820:2306,0.0
20190821:0006,0.0
20190821:0106,0.0
20190821:0206,0.0
20190821:0306,0.0
20190821:0406,0.0
20190821:0506,114.64
20190821:0606,317.87
20190821:0706,488.1
20190821:0806,555.23
20190821:0906,697.68
20190821:1006,740.12
20190821:1106,668.13
20190821:1206,529.65
20190821:1306,32.26
20190821:1406,117.36
20190821:1506,66.77
20190821:1606,0.0
20190821:1706,0.0
20190821:1806,0.0
20190821:1906,0.0
20190821:2006,0.0
20190821:2106,0.0
20190821:2206,0.0
20190821:2306,0.0
20190822:0006,0.0
20190822:0106,0.0
20190822:0206,0.0
20190822:0306,0.0
20190822:0406,2.71
20190822:0506,141.28
20190822:0606,259.68
20190822:0706,480.04
20190822:0806,390.36
20190822:0906,658.5
20190822:1006,672.41
20190822:1106,603.64
20190822:1206,522.97
20190822:1306,221.1
20190822:1406,143.37
20190822:1506,67.9
20190822:1606,0.0
20190822:1706,0.0
20190822:1806,0.0
20190822:1906,0.0
20190822:2006,0.0
20190822:2106,0.0
20190822:2206,0.0
20190822:2306,0.0
20190823:0006,0.0
20190823:0106,0.0
20190823:0206,0.0
20190823:0306,0.0
20190823:0406,0.0
20190823:0506,61.02
20190823:0606,260.06
20190823:0706,428.32
20190823:0806,510.72
20190823:0906,658.32
20190823:1006,559.8
20190823:1106,362.15
20190823:1206,287.94
20190823:1306,319.34
20190823:1406,157.03
20190823:1506,35.25
20190823:1606,0.0
20190823:1706,0.0
20190823:1806,0.0
20190823:1906,0.0
20190823:2006,0.0
20190823:2106,0.0
20190823:2206,0.0
20190823:2306,0.0
20190824:0006,0.0
20190824:0106,0.0
20190824:0206,0.0
20190824:0306,0.0
20190824:0406,3.23
20190824:0506,66.11
20190824:0606,351.55
20190824:0706,482.2
20190824:0806,627.74
20190824:0906,687.75
20190824:1006,714.85
20190824:1106,417.26
20190824:1206,272.63
20190824:1306,183.87
20190824:1406,238.11
20190824:1506,88.39
20190824:1606,0.0
20190824:1706,0.0
20190824:1806,0.0
20190824:1906,0.0
20190824:2006,0.0
20190824:2106,0.0
20190824:2206,0.0
20190824:2306,0.0
20190825:0006,0.0
20190825:0106,0.0
20190825:0206,0.0
20190825:0306,0.0
20190825:0406,5.86
20190825:0506,165.69
20190825:0606,373.98
20190825:0706,538.16
20190825:0806,637.38
20190825:0906,606.95
20190825:1006,480.13
20190825:1106,589.52
20190825:1206,364.55
20190825:1306,287.67
20190825:1406,296.1
20190825:1506,76.7
20190825:1606,0.0
20190825:1706,0.0
20190825:1806,0.0
20190825:1906,0.0
20190825:2006,0.0
20190825:2106,0.0
20190825:2206,0.0
20190825:2306,0.0
20190826:0006,0.0
20190826:0106,0.0
20190826:0206,0.0
20190826:0306,0.0
20190826:0406,0.0
20190826:0506,47.58
20190826:0606,39.61
20190826:0706,510.66
20190826:0806,632.08
20190826:0906,683.21
20190826:1006,703.87
20190826:1106,649.14
20190826:1206,268.71
20190826:1306,283.1
20190826:1406,158.07
20190826:1506,71.83
20190826:1606,0.0
20190826:1706,0.0
20190826:1806,0.0
20190826:1906,0.0
20190826:2006,0.0
20190826:2106,0.0
20190826:2206,0.0
20190826:2306,0.0
20190827:0006,0.0
20190827:0106,0.0
20190827:0206,0.0
20190827:0306,0.0
20190827:0406,4.38
20190827:0506,61.21
20190827:0606,182.61
20190827:0706,463.46
20190827:0806,611.74
20190827:0906,612.46
20190827:1006,402.88
20190827:1106,66.48
20190827:1206,553.84
20190827:1306,341.17
20190827:1406,121.39
20190827:1506,62.25
20190827:1606,0.0
20190827:1706,0.0
20190827:1806,0.0
20190827:1906,0.0
20190827:2006,0.0
20190827:2106,0.0
20190827:2206,0.0
20190827:2306,0.0
20190828:0006,0.0
20190828:0106,0.0
20190828:0206,0.0
20190828:0306,0.0
20190828:0406,6.42
20190828:0506,135.65
20190828:0606,314.66
20190828:0706,483.82
20190828:0806,613.0
20190828:0906,634.53
20190828:1006,372.04
20190828:1106,54.1
20190828:1206,44.86
20190828:1306,32.16
20190828:1406,62.0
20190828:1506,48.24
20190828:1606,0.0
20190828:1706,0.0
20190828:1806,0.0
20190828:1906,0.0
20190828:2006,0.0
20190828:2106,0.0
20190828:2206,0.0
20190828:2306,0.0
20190829:0006,0.0
20190829:0106,0.0
20190829:0206,0.0
20190829:0306,0.0
20190829:0406,6.59
20190829:0506,52.82
20190829:0606,250.0
20190829:0706,470.79
20190829:0806,438.62
20190829:0906,683.5
20190829:1006,666.14
20190829:1106,174.77
20190829:1206,312.52
20190829:1306,404.85
20190829:1406,227.05
20190829:1506,49.13
20190829:1606,0.0
20190829:1706,0.0
20190829:1806,0.0
20190829:1906,0.0
20190829:2006,0.0
20190829:2106,0.0
20190829:2206,0.0
20190829:2306,0.0
20190830:0006,0.0
20190830:0106,0.0
20190830:0206,0.0
20190830:0306,0.0
20190830:0406,7.04
20190830:0506,120.19
20190830:0606,316.05
20190830:0706,524.07
20190830:0806,635.25
20190830:0906,618.92
20190830:1006,114.73
20190830:1106,625.11
20190830:1206,422.29
20190830:1306,123.74
20190830:1406,77.2
20190830:1506,48.45
20190830:1606,0.0
20190830:1706,0.0
20190830:1806,0.0
20190830:1906,0.0
20190830:2006,0.0
20190830:2106,0.0
20190830:2206,0.0
20190830:2306,0.0
20190831:0006,0.0
20190831:0106,0.0
20190831:0206,0.0
20190831:0306,0.0
20190831:0406,0.08
20190831:0506,64.27
20190831:0606,91.4
20190831:0706,209.72
20190831:0806,256.21
20190831:0906,247.81
20190831:1006,185.43
20190831:1106,292.34
20190831:1206,438.58
20190831:1306,428.57
20190831:1406,86.38
20190831:1506,27.55
20190831:1606,0.0
20190831:1706,0.0
20190831:1806,0.0
20190831:1906,0.0
20190831:2006,0.0
20190831:2106,0.0
20190831:2206,0.0
20190831:2306,0.0
20190901:0006,0.0
20190901:0106,0.0
20190901:0206,0.0
20190901:0306,0.0
20190901:0406,6.67
20190901:0506,72.63
20190901:0606,284.88
20190901:0706,551.53
20190901:0806,667.43
20190901:0906,730.1
20190901:1006,719.19
20190901:1106,682.54
20190901:1206,590.08
20190901:1306,470.4
20190901:1406,288.52
20190901:1506,84.68
20190901:1606,0.0
20190901:1706,0.0
20190901:1806,0.0
20190901:1906,0.0
20190901:2006,0.0
20190901:2106,0.0
20190901:2206,0.0
20190901:2306,0.0
20190902:0006,0.0
20190902:0106,0.0
20190902:0206,0.0
20190902:0306,0.0
20190902:0406,8.35
20190902:0506,181.14
20190902:0606,390.45
20190902:0706,538.48
20190902:0806,600.23
20190902:0906,652.97
20190902:1006,603.08
20190902:1106,455.16
20190902:1206,420.52
20190902:1306,261.93
20190902:1406,56.29
20190902:1506,72.46
20190902:1606,0.0
20190902:1706,0.0
20190902:1806,0.0
20190902:1906,0.0
20190902:2006,0.0
20190902:2106,0.0
20190902:2206,0.0
20190902:2306,0.0
20190903:0006,0.0
20190903:0106,0.0
20190903:0206,0.0
20190903:0306,0.0
20190903:0406,0.07
20190903:0506,19.94
20190903:0606,24.74
20190903:0706,90.96
20190903:0806,223.58
20190903:0906,187.3
20190903:1006,658.36
20190903:1106,685.91
20190903:1206,593.69
20190903:1306,460.99
20190903:1406,279.41
20190903:1506,77.63
20190903:1606,0.0
20190903:1706,0.0
20190903:1806,0.0
20190903:1906,0.0
20190903:2006,0.0
20190903:2106,0.0
20190903:2206,0.0
20190903:2306,0.0
20190904:0006,0.0
20190904:0106,0.0
20190904:0206,0.0
20190904:0306,0.0
20190904:0406,9.18
20190904:0506,174.06
20190904:0606,324.39
20190904:0706,506.72
20190904:0806,648.44
20190904:0906,714.03
20190904:1006,624.62
20190904:1106,675.54
20190904:1206,593.99
20190904:1306,439.32
20190904:1406,111.04
20190904:1506,46.72
20190904:1606,0.0
20190904:1706,0.0
20190904:1806,0.0
20190904:1906,0.0
20190904:2006,0.0
20190904:2106,0.0
20190904:2206,0.0
20190904:2306,0.0
20190905:0006,0.0
20190905:0106,0.0
20190905:0206,0.0
20190905:0306,0.0
20190905:0406,8.61
20190905:0506,168.99
20190905:0606,334.89
20190905:0706,509.99
20190905:0806,317.69
20190905:0906,615.92
20190905:1006,718.88
20190905:1106,98.02
20190905:1206,595.82
20190905:1306,39.69
20190905:1406,25.05
20190905:1506,41.23
20190905:1606,0.0
20190905:1706,0.0
20190905:1806,0.0
20190905:1906,0.0
20190905:2006,0.0
20190905:2106,0.0
20190905:2206,0.0
20190905:2306,0.0
20190906:0006,0.0
20190906:0106,0.0
20190906:0206,0.0
20190906:0306,0.0
20190906:0406,6.78
20190906:0506,137.85
20190906:0606,318.7
20190906:0706,477.38
20190906:0806,593.6
20190906:0906,705.64
20190906:1006,725.92
20190906:1106,658.27
20190906:1206,371.39
20190906:1306,337.2
20190906:1406,177.32
20190906:1506,38.75
20190906:1606,0.0
20190906:1706,0.0
20190906:1806,0.0
20190906:1906,0.0
20190906:2006,0.0
20190906:2106,0.0
20190906:2206,0.0
20190906:2306,0.0
20190907:0006,0.0
20190907:0106,0.0
20190907:0206,0.0
20190907:0306,0.0
20190907:0406,2.22
20190907:0506,29.53
20190907:0606,57.69
20190907:0706,224.21
20190907:0806,570.01
20190907:0906,590.7
20190907:1006,589.15
20190907:1106,501.75
20190907:1206,527.07
20190907:1306,224.87
20190907:1406,97.93
20190907:1506,62.49
20190907:1606,0.0
20190907:1706,0.0
20190907:1806,0.0
20190907:1906,0.0
20190907:2006,0.0
20190907:2106,0.0
20190907:2206,0.0
20190907:2306,0.0
20190908:0006,0.0
20190908:0106,0.0
20190908:0206,0.0
20190908:0306,0.0
20190908:0406,10.02
20190908:0506,153.83
20190908:0606,169.6
20190908:0706,443.9
20190908:0806,260.41
20190908:0906,152.98
20190908:1006,188.75
20190908:1106,239.82
20190908:1206,552.49
20190908:1306,429.31
20190908:1406,248.57
20190908:1506,68.25
20190908:1606,0.0
20190908:1706,0.0
20190908:1806,0.0
20190908:1906,0.0
20190908:2006,0.0
20190908:2106,0.0
20190908:2206,0.0
20190908:2306,0.0
20190909:0006,0.0
20190909:0106,0.0
20190909:0206,0.0
20190909:0306,0.0
20190909:0406,7.46
20190909:0506,172.34
20190909:0606,392.13
20190909:0706,541.87
20190909:0806,645.76
20190909:0906,683.81
20190909:1006,729.82
20190909:1106,684.77
20190909:1206,504.87
20190909:1306,82.05
20190909:1406,176.71
20190909:1506,64.47
20190909:1606,0.0
20190909:1706,0.0
20190909:1806,0.0
20190909:1906,0.0
20190909:2006,0.0
20190909:2106,0.0
20190909:2206,0.0
20190909:2306,0.0
20190910:0006,0.0
20190910:0106,0.0
20190910:0206,0.0
20190910:0306,0.0
20190910:0406,6.2
20190910:0506,184.24
20190910:0606,369.75
20190910:0706,412.72
20190910:0806,465.64
20190910:0906,609.37
20190910:1006,506.51
20190910:1106,127.81
20190910:1206,558.42
20190910:1306,59.71
20190910:1406,268.43
20190910:1506,74.03
20190910:1606,0.0
20190910:1706,0.0
20190910:1806,0.0
20190910:1906,0.0
20190910:2006,0.0
20190910:2106,0.0
20190910:2206,0.0
20190910:2306,0.0
20190911:0006,0.0
20190911:0106,0.0
20190911:0206,0.0
20190911:0306,0.0
20190911:0406,8.05
20190911:0506,30.3
20190911:0606,84.04
20190911:0706,214.28
20190911:0806,214.62
20190911:0906,444.18
20190911:1006,635.83
20190911:1106,677.69
20190911:1206,247.12
20190911:1306,213.11
20190911:1406,204.76
20190911:1506,53.3
20190911:1606,0.0
20190911:1706,0.0
20190911:1806,0.0
20190911:1906,0.0
20190911:2006,0.0
20190911:2106,0.0
20190911:2206,0.0
20190911:2306,0.0
20190912:0006,0.0
20190912:0106,0.0
20190912:0206,0.0
20190912:0306,0.0
20190912:0406,10.72
20190912:0506,195.21
20190912:0606,399.63
20190912:0706,498.46
20190912:0806,560.54
20190912:0906,623.57
20190912:1006,306.04
20190912:1106,146.05
20190912:1206,44.98
20190912:1306,81.31
20190912:1406,84.51
20190912:1506,35.7
20190912:1606,0.0
20190912:1706,0.0
20190912:1806,0.0
20190912:1906,0.0
20190912:2006,0.0
20190912:2106,0.0
20190912:2206,0.0
20190912:2306,0.0
20190913:0006,0.0
20190913:0106,0.0
20190913:0206,0.0
20190913:0306,0.0
20190913:0406,12.69
20190913:0506,102.6
20190913:0606,217.56
20190913:0706,544.61
20190913:0806,667.52
20190913:0906,724.1
20190913:1006,716.23
20190913:1106,669.68
20190913:1206,523.16
20190913:1306,456.01
20190913:1406,250.41
20190913:1506,47.68
20190913:1606,0.0
20190913:1706,0.0
20190913:1806,0.0
20190913:1906,0.0
20190913:2006,0.0
20190913:2106,0.0
20190913:2206,0.0
20190913:2306,0.0
20190914:0006,0.0
20190914:0106,0.0
20190914:0206,0.0
20190914:0306,0.0
20190914:0406,0.84
20190914:0506,79.16
20190914:0606,241.64
20190914:0706,457.02
20190914:0806,462.81
20190914:0906,473.92
20190914:1006,515.91
20190914:1106,233.64
20190914:1206,343.61
20190914:1306,31.44
20190914:1406,61.0
20190914:1506,51.88
20190914:1606,0.0
20190914:1706,0.0
20190914:1806,0.0
20190914:1906,0.0
20190914:2006,0.0
20190914:2106,0.0
20190914:2206,0.0
20190914:2306,0.0
20190915:0006,0.0
20190915:0106,0.0
20190915:0206,0.0
20190915:0306,0.0
20190915:0406,14.06
20190915:0506,195.21
20190915:0606,411.69
20190915:0706,573.87
20190915:0806,683.38
20190915:0906,711.73
20190915:1006,682.52
20190915:1106,608.38
20190915:1206,485.96
20190915:1306,349.82
20190915:1406,268.14
20190915:1506,65.74
20190915:1606,0.0
20190915:1706,0.0
20190915:1806,0.0
20190915:1906,0.0
20190915:2006,0.0
20190915:2106,0.0
20190915:2206,0.0
20190915:2306,0.0
20190916:0006,0.0
20190916:0106,0.0
20190916:0206,0.0
20190916:0306,0.0
20190916:0406,14.53
20190916:0506,198.58
20190916:0606,399.41
20190916:0706,565.29
20190916:0806,675.82
20190916:0906,739.28
20190916:1006,745.21
20190916:1106,708.32
20190916:1206,609.87
20190916:1306,458.78
20190916:1406,273.47
20190916:1506,63.5
20190916:1606,0.0
20190916:1706,0.0
20190916:1806,0.0
20190916:1906,0.0
20190916:2006,0.0
20190916:2106,0.0
20190916:2206,0.0
20190916:2306,0.0
20190917:0006,0.0
20190917:0106,0.0
20190917:0206,0.0
20190917:0306,0.0
20190917:0406,7.95
20190917:0506,127.97
20190917:0606,383.49
20190917:0706,471.88
20190917:0806,483.12
20190917:0906,625.67
20190917:1006,612.65
20190917:1106,571.73
20190917:1206,332.61
20190917:1306,31.45
20190917:1406,34.82
20190917:1506,3.67
20190917:1606,0.0
20190917:1706,0.0
20190917:1806,0.0
20190917:1906,0.0
20190917:2006,0.0
20190917:2106,0.0
20190917:2206,0.0
20190917:2306,0.0
20190918:0006,0.0
20190918:0106,0.0
20190918:0206,0.0
20190918:0306,0.0
20190918:0406,9.98
20190918:0506,197.42
20190918:0606,423.59
20190918:0706,588.65
20190918:0806,649.94
20190918:0906,705.1
20190918:1006,701.62
20190918:1106,422.84
20190918:1206,541.97
20190918:1306,280.29
20190918:1406,268.49
20190918:1506,62.25
20190918:1606,0.0
20190918:1706,0.0
20190918:1806,0.0
20190918:1906,0.0
20190918:2006,0.0
20190918:2106,0.0
20190918:2206,0.0
20190918:2306,0.0
20190919:0006,0.0
20190919:0106,0.0
20190919:0206,0.0
20190919:0306,0.0
20190919:0406,16.04
20190919:0506,213.12
20190919:0606,410.7
20190919:0706,571.8
20190919:0806,679.09
20190919:0906,743.96
20190919:1006,751.7
20190919:1106,712.1
20190919:1206,603.63
20190919:1306,465.23
20190919:1406,271.82
20190919:1506,66.5
20190919:1606,0.0
20190919:1706,0.0
20190919:1806,0.0
20190919:1906,0.0
20190919:2006,0.0
20190919:2106,0.0
20190919:2206,0.0
20190919:2306,0.0
20190920:0006,0.0
20190920:0106,0.0
20190920:0206,0.0
20190920:0306,0.0
20190920:0406,10.11
20190920:0506,190.13
20190920:0606,393.22
20190920:0706,511.1
20190920:0806,510.76
20190920:0906,670.94
20190920:1006,469.6
20190920:1106,512.11
20190920:1206,524.9
20190920:1306,259.92
20190920:1406,190.29
20190920:1506,38.59
20190920:1606,0.0
20190920:1706,0.0
20190920:1806,0.0
20190920:1906,0.0
20190920:2006,0.0
20190920:2106,0.0
20190920:2206,0.0
20190920:2306,0.0
20190921:0006,0.0
20190921:0106,0.0
20190921:0206,0.0
20190921:0306,0.0
20190921:0406,9.99
20190921:0506,130.42
20190921:0606,385.43
20190921:0706,530.85
20190921:0806,652.04
20190921:0906,634.14
20190921:1006,415.78
20190921:1106,378.02
20190921:1206,590.34
20190921:1306,398.83
20190921:1406,173.36
20190921:1506,57.25
20190921:1606,0.0
20190921:1706,0.0
20190921:1806,0.0
20190921:1906,0.0
20190921:2006,0.0
20190921:2106,0.0
20190921:2206,0.0
20190921:2306,0.0
20190922:0006,0.0
20190922:0106,0.0
20190922:0206,0.0
20190922:0306,0.0
20190922:0406,16.74
20190922:0506,154.33
20190922:0606,409.36
20190922:0706,558.54
20190922:0806,647.86
20190922:0906,670.23
20190922:1006,410.58
20190922:1106,148.33
20190922:1206,583.48
20190922:1306,389.06
20190922:1406,237.47
20190922:1506,63.43
20190922:1606,0.0
20190922:1706,0.0
20190922:1806,0.0
20190922:1906,0.0
20190922:2006,0.0
20190922:2106,0.0
20190922:2206,0.0
